area,group,special
1992,5.72,0
1986,13397.5,0
1982,3840.0,0
1985,306.25,0
1986,26978.34,0
1996,15.75,0
1983,384.04,0
1981,28.25,0
1985,28122.89,0
1996,45.0,0
1993,960.0,0
1984,1099.75,0
1998,4031.25,0
1982,684.0,0
1983,12210.25,0
1985,6890.63,0
1988,5655.28,0
1993,72.0,0
1981,270.0,0
1982,348.5,0
1986,2200.0,0
1998,462.44,0
1988,3054.0,0
1992,2881.5,0
1985,9060.53,0
1984,9544.97,0
1985,106248.0,0
1985,299.25,0
1983,12026.34,0
1992,3456.0,0
1956,153.0,336
1988,7812.0,0
1988,38870.0,0
1982,9191.0,0
1987,10368.0,0
1994,4885.69,0
1986,144.0,0
1988,8024.81,0
1984,1682.34,0
1994,16.35,0
1998,134.06,0
1996,204.0,0
1990,39.43,0
1995,3540.0,0
2000,2340.0,0
1982,122.06,287
1982,122.06,287
1982,12.63,287
1982,36.52,287
1982,16.33,287
1982,110.34,287
1982,19.06,287
1982,16.16,287
1995,56.87,0
1995,308.42,0
1995,100.0,0
2000,210.0,0
1996,135.0,0
1996,163.13,0
1996,199.5,0
1997,768.0,0
1997,1201.75,0
1996,88.69,0
1998,247.0,0
2000,624.0,0
1992,45.38,0
1994,8.31,0
1996,56.19,0
1996,493.0,0
1992,15792.0,0
1995,216.0,0
1997,768.0,0
1982,0.59,287
1993,3307.5,0
1996,305.0,0
1997,241.72,0
1995,1656.0,0
1992,2821.0,0
2000,212.63,0
1999,813.75,0
1999,504.0,0
2000,43.13,0
1995,336.33,0
1993,11520.0,0
2000,2882.81,0
1993,1824.0,0
1996,38.39,0
1996,783.0,0
1999,3607.5,0
1995,1373.5,0
1997,8800.0,0
1994,13824.0,0
1996,1162.5,0
1997,140.0,0
1997,81.0,0
1997,300.0,0
1997,417.44,0
1999,448.06,0
1995,910.0,0
1995,340.63,0
1995,376.0,0
1995,820.0,0
1975,7.31,0
1927,1.99,450
1977,27.75,0
1984,125.88,0
1968,360.0,0
1963,46.13,0
1970,163.01,0
1971,78.64,0
1970,12.85,0
2001,4.47,0
2001,16.53,0
2001,20.34,0
2001,13.78,0
2001,13.75,0
2001,15.42,0
2001,17.81,0
2001,9.38,0
2001,5.2,0
2001,19.83,0
2001,15.38,0
2001,18.22,0
2001,14.77,0
2001,9.06,0
2001,17.39,0
2001,5.75,0
2001,1.66,0
2001,336.0,0
2000,322.5,0
2001,12963.0,0
2001,72000.0,0
2001,66.0,0
1992,27.31,0
2001,707.25,0
2001,83.53,0
1985,12.19,0
1956,24.0,0
1968,38.06,0
1975,16.95,0
1972,25.14,0
1977,18.28,0
1968,38.06,0
1969,5.03,0
1967,61.94,0
1967,55.5,0
1973,1.37,0
1973,65.14,0
1973,23.71,0
1977,24.94,0
1956,6.91,0
1971,266.0,0
1971,142.5,0
1969,35.94,0
2002,48.0,0
1951,87.5,0
2002,48.0,0
1951,57.89,0
1952,59.11,0
1954,27.67,0
1954,30.91,0
1956,52.34,0
1975,17.72,0
1977,1320.0,0
1977,45.94,0
1977,20.45,0
1973,70.88,0
1977,396.84,0
1957,78.38,0
1973,40.96,0
1973,76.25,0
1976,966.0,0
1958,138.13,0
1973,536.0,0
1995,14.06,0
1970,63.68,572
1970,39.05,572
1969,6.1,0
1977,120.97,0
1978,9.41,0
1981,54.33,0
1983,117.0,0
1919,963.13,0
1978,488.25,0
1993,1392.0,0
1985,73.64,0
2000,68.25,0
2000,82.0,0
2000,136.5,0
2000,40.5,0
2000,19.22,0
2000,33.78,0
1978,64.13,0
1978,19.92,0
1978,5.62,0
1981,29.54,0
1975,38.0,0
1916,121.41,0
1981,77.64,0
1971,33.13,0
2001,35.58,0
1974,102.08,0
1956,320.91,0
1983,194.91,0
1980,1409.48,0
2001,4.22,0
1978,1.56,0
1989,193.88,2462
1969,53.44,0
1969,21.78,0
1969,19.59,0
1969,15.38,0
1989,112.13,2462
1993,77.93,144
1993,71.75,144
1993,84.84,144
1970,148.5,572
1927,136.0,0
1993,552.0,144
1969,135.63,0
1999,1.63,0
1997,34.8,0
1997,6.25,0
1998,50.9,0
1998,24.46,0
1998,14.57,0
1998,51.19,0
1998,23.44,0
1998,20.92,0
1998,5.5,0
1998,1.88,0
1998,4.38,0
1998,4.88,0
1998,0.77,0
1998,13.13,0
1998,0.66,0
1998,1.03,0
1998,1.03,0
1989,219.0,2462
1989,136.56,2462
1992,276.0,0
1982,595.0,0
1925,1737.38,0
1971,74.14,0
1971,29.47,0
1971,37.61,0
1971,25.39,0
2000,62.78,0
1996,121.0,0
1998,123.75,0
1971,13.2,0
1960,1805.25,0
1997,1625.97,0
1990,745.69,0
1994,41.94,0
1987,114.0,0
1998,57.5,0
1998,11.39,0
1998,40.16,0
1972,20.94,0
1972,24.0,0
1998,62.72,0
1996,11.16,0
1996,14.38,0
1996,47.5,0
1996,19.75,0
1984,1008.56,0
1957,143.28,0
1989,133.59,2462
1989,92.81,2462
1927,2.08,450
1927,10.25,450
1982,757.22,0
1989,151.83,2462
1977,8.55,146
1977,8.67,146
1977,8.96,146
1977,9.08,146
1977,8.96,146
1977,9.08,146
1977,9.08,146
1977,9.08,146
1977,8.96,146
1977,8.84,146
1977,8.84,146
1977,8.84,146
1977,8.96,146
1977,8.79,146
1977,8.84,146
1977,8.79,146
1977,21.41,146
1977,21.88,146
1977,21.56,146
1977,11.56,146
1977,23.81,146
1977,14.76,146
1977,19.15,146
1977,50.89,146
1977,9.94,146
1977,21.09,146
1977,16.63,146
1977,16.63,146
1999,657.0,0
1957,114.83,0
1957,121.88,0
1994,67392.0,0
1969,158.0,0
1994,254.63,0
1994,930.0,0
1967,138.0,0
1992,21.94,0
1994,16.16,0
1994,16.16,0
1994,29.25,0
1994,54.25,0
1994,28.44,0
1994,37.41,0
1994,9.0,0
1994,30.0,0
1994,11.53,0
1994,32.92,0
1994,28.88,0
1994,5.34,0
1994,61.03,0
1994,47.25,0
1994,28.44,0
1994,28.5,0
1994,45.72,0
1994,47.5,0
1994,35.75,0
1994,28.5,0
1994,10.5,0
1994,18.41,0
1994,25.5,0
1994,25.0,0
1994,5.12,0
1984,738.28,0
1957,742.0,0
1997,23.3,0
1997,23.57,0
1998,68.88,0
1989,81.38,2462
1981,204.91,0
1957,242.94,0
1957,125.94,0
1951,244.56,0
1957,180.98,0
1957,142.14,0
1989,445.5,2462
1989,266.25,2462
1989,118.97,2462
1957,207.77,0
1957,106.75,0
1983,936.0,0
1995,15876.0,0
1982,1369.88,0
1957,121.88,0
1998,700.63,0
1994,8.25,0
1981,92.25,0
1969,21.88,0
1999,6.05,0
1999,10.5,0
1977,17.03,0
1995,26.88,0
1988,9.0,0
1995,6.38,0
1995,9.76,0
1997,51.3,0
1976,32.06,0
1977,83.94,0
1977,21.5,0
1995,5.81,0
1992,45.36,0
1994,6.23,0
1999,13.45,0
1960,6.15,0
1996,24.19,0
1982,23.5,0
1995,16.75,0
1995,6.38,0
1989,75.94,2462
1915,124.33,0
1969,20.31,0
1969,5.63,0
1969,2.25,0
1969,2.5,0
1969,11.81,0
1969,10.28,0
1969,25.38,0
1969,15.13,0
1969,19.69,0
1969,52.53,0
1969,22.34,0
1969,9.56,0
1983,61.25,0
1983,681.38,0
1997,29.63,0
1985,1126.13,0
1971,55.79,0
1918,270.56,0
1918,79.5,0
1999,1873.13,0
1993,34.38,0
1906,98.76,0
1920,409.5,0
1973,15.25,0
2000,131.0,0
1982,436.88,0
1969,21.08,0
1994,21.28,0
1969,18.28,0
1969,19.53,0
1978,115.38,0
2002,27.13,0
1969,8.44,0
1976,53.28,0
1999,7776.0,0
1955,55.34,0
1995,422.5,0
1984,102.81,0
1927,5.66,450
1979,8.42,0
1979,8.62,0
1979,8.25,0
1979,8.25,0
1981,20.83,0
1988,121.41,0
1988,56.25,0
1988,143.98,0
2004,20.18,0
1969,8.69,0
1969,8.53,0
1969,34.45,0
1969,38.03,0
1977,66.0,0
1992,9.19,0
1977,12.38,0
1992,15.55,0
1992,14.38,0
1992,14.53,0
1977,3.45,0
1969,27.33,0
1969,5.13,0
1992,42.28,0
1992,35.34,0
1917,350.63,0
1992,24.19,0
1992,39.35,0
1992,9.43,0
1992,34.85,0
1992,14.22,0
1992,15.84,0
1992,9.43,0
1992,118.25,0
1992,49.39,0
1992,14.61,0
1992,6.5,0
1992,5.91,0
1992,6.0,0
1992,7.5,0
1992,6.0,0
1992,50.75,0
1992,71.36,0
1992,69.77,0
1956,126.0,336
1956,106.5,336
1956,44.0,336
1956,119.0,336
1956,148.5,336
1956,112.75,336
1956,244.63,336
1956,103.66,336
1956,70.31,336
1956,125.06,336
1956,98.0,336
1956,112.0,336
1956,127.5,336
1956,128.0,336
1956,57.5,336
1956,69.0,336
1956,53.75,336
1956,66.0,336
1956,49.5,336
1956,40.91,336
1956,115.5,336
1956,115.5,336
1956,119.63,336
1956,128.56,336
1956,153.0,336
1956,116.25,336
1956,126.88,336
1956,91.0,336
1956,116.88,336
1956,101.5,336
1956,116.25,336
1988,5.36,0
1988,88.75,0
1991,56.11,0
1987,1428.28,0
1927,16.31,450
1927,17.11,450
1927,3.75,450
1927,3.75,450
1927,18.28,450
1978,180.0,0
1980,15.04,0
1981,34.69,0
1982,12.75,287
1982,5.71,287
1982,3.51,287
1982,5.34,287
1982,5.71,287
1948,29.53,0
1948,21.4,0
1970,9.38,572
1970,16.88,572
1970,17.5,572
1970,6.89,572
1970,7.22,572
1970,6.1,572
1970,27.5,572
1970,27.5,572
1970,9.4,572
1970,15.99,572
1970,15.47,572
1970,23.06,572
1970,34.38,572
1970,30.47,572
1970,20.53,143
1970,17.79,143
1970,32.0,143
1970,3.19,572
1981,29.22,0
1995,59.11,0
1995,59.42,0
1964,262.48,0
1972,57.0,0
1972,104.81,0
1980,119.77,0
1931,2537.88,0
1970,60.85,572
1970,66.5,572
1970,23.46,572
1970,35.63,572
1978,170.59,0
1969,19.25,0
1969,86.25,0
1985,60.72,0
1969,66.94,0
1969,24.13,0
1969,11.0,0
1969,33.53,572
1969,23.46,572
1969,3.94,572
1969,3.94,572
1969,8.02,0
1969,20.27,572
1969,21.09,572
1969,27.02,0
1969,61.69,0
1969,98.44,0
1969,64.43,0
1969,37.5,0
1969,149.14,0
1969,124.39,0
1969,123.46,0
1969,53.38,0
1969,213.88,0
1977,906.5,0
1969,44.0,0
1970,54.45,572
1970,54.45,572
1970,10.16,572
1999,1.48,0
1934,31.77,0
1927,0.52,450
1927,2.49,450
1927,2.34,450
1927,3.17,450
1990,51.22,0
1995,119.26,0
1967,41.72,0
1987,1328.25,0
1981,3373.5,0
1969,614.53,0
1969,71.75,572
1986,290.63,0
1998,22.5,0
1974,911.28,0
1992,69.77,0
1992,12.46,0
1992,12.3,0
1992,9.5,0
1992,6.0,0
1931,613.44,0
1964,70.53,0
1964,71.69,0
1973,97.03,0
1973,76.36,0
1972,40.38,0
1972,26.56,0
1969,49.88,0
1969,49.88,0
1931,2537.88,0
1996,240.0,0
1992,59.34,0
1992,40.63,0
1992,141.0,0
1982,668.88,0
1975,752.06,0
1957,790.5,0
1969,38.28,0
1969,53.0,0
1969,37.97,0
1996,700.79,0
1977,2.81,0
1969,39.19,0
1995,247.0,0
1991,508.16,0
1971,17.08,0
1971,17.81,0
1971,43.17,0
1983,19.03,0
1996,37.13,0
1927,16.76,450
1927,5.08,450
1927,1.91,450
1927,10.41,450
1927,5.7,450
1927,3.95,450
1927,3.44,450
1927,2.63,450
1991,41.06,0
1982,0.8,287
1982,0.13,287
1927,4.69,450
1986,76.17,0
1970,27.07,572
1978,175.31,0
1978,18.94,0
1978,131.88,0
1978,73.5,0
1978,46.88,0
1979,154.88,0
1978,35.95,0
1976,14.73,0
1976,20.34,0
1976,26.75,0
1976,26.25,0
1975,4.64,0
1970,7.03,572
1970,9.97,572
1970,51.4,143
1969,26.9,0
1969,25.62,0
1969,25.92,0
1969,28.89,0
1969,27.56,0
1969,25.31,0
1969,25.0,0
1969,26.9,0
1927,7.16,450
1960,44.63,0
1972,1026.0,0
1971,148.44,0
1927,0.47,450
1927,7.97,450
1956,153.0,336
1956,171.13,336
1956,127.88,336
1956,108.75,336
1956,46.13,336
1956,84.0,336
1956,106.94,336
1956,70.44,336
1956,36.56,336
1956,45.0,336
1956,56.44,336
1956,123.75,336
1956,90.0,336
1956,99.75,336
1956,112.0,336
1956,113.75,336
1956,99.0,336
1956,27.56,336
1956,99.84,336
1956,248.63,336
1956,126.88,336
1956,89.13,336
1956,169.0,336
1956,14.63,336
1956,31.69,336
1956,38.81,336
1956,71.25,336
1956,28.69,336
1956,51.56,336
1956,20.0,336
1956,12.47,336
1956,3852.5,336
1956,914.25,336
1956,1426.0,336
1956,1306.5,336
1986,8.77,0
1927,3.61,450
1927,2.84,450
1992,41.59,0
1927,4.78,450
1927,16.42,450
1927,16.53,450
1927,15.53,450
1927,16.41,450
1927,3.72,450
1927,35.51,450
1927,22.17,450
1927,3.5,450
1927,4.67,450
1994,54.92,0
1927,9.71,450
1927,6.45,450
1977,107.77,0
1977,56.6,0
1977,10.83,0
1978,24.06,0
1978,14.44,0
1969,85.07,0
1982,3.15,287
1982,5.38,287
1983,22.5,0
1948,44.38,0
1948,210.34,0
1948,15.4,0
1948,221.27,0
1948,8.53,0
1948,8.35,0
1948,7.38,0
1948,7.17,0
1948,13.89,0
1948,13.29,0
1948,13.5,0
1948,13.5,0
1948,13.4,0
1948,13.5,0
1927,5.28,450
1927,4.58,450
1958,29.12,0
1927,3.94,450
1959,15.75,0
1927,3.61,450
1969,21.43,0
1927,3.12,450
1969,27.84,0
1969,27.56,0
1970,12.75,572
1970,11.07,572
1970,44.0,572
1970,40.36,572
1970,6.56,572
1970,6.47,572
1970,9.56,572
1970,9.56,572
1970,35.99,572
1970,35.12,572
1970,74.95,572
1970,79.88,572
1970,12.75,572
1970,12.66,572
1970,13.91,572
1970,78.64,572
1970,21.02,572
1970,21.02,572
1970,52.31,572
1970,22.9,572
1970,12.39,572
1970,26.06,572
1970,10.69,572
1970,40.97,572
1970,8.4,572
1970,17.02,572
1970,15.63,572
1970,15.63,572
1970,16.88,572
1970,8.42,572
1970,9.95,572
1970,19.97,572
1970,18.43,572
1970,4.9,572
1970,17.58,572
1970,17.08,572
1970,37.33,572
1970,39.43,572
1970,18.87,572
1970,17.7,572
1970,21.14,572
1970,6.96,572
1970,9.28,572
1970,9.16,572
1970,17.37,572
1970,33.63,572
1970,30.28,572
1970,3.27,572
1970,65.91,572
1970,22.55,572
1970,17.34,572
1970,3.32,572
1970,3.32,572
1970,82.88,572
1970,80.47,572
1970,57.0,572
1970,54.03,572
1970,16.53,572
1970,16.34,572
1970,24.5,572
1970,18.15,572
1970,17.19,572
1970,16.74,572
1970,101.56,572
1970,102.8,572
1970,36.0,572
1970,32.12,572
1970,26.73,572
1970,137.06,572
1970,139.75,572
1970,24.06,572
1970,25.44,572
1970,7.19,572
1970,7.06,572
1970,24.28,572
1970,21.67,572
1970,9.84,572
1970,41.44,572
1970,6.13,572
1970,29.92,572
1970,13.36,572
1970,4.67,572
1970,28.55,572
1970,15.75,572
1970,7.41,143
1970,16.75,143
1970,16.75,143
1970,14.74,143
1970,90.25,143
1970,30.42,143
1970,4.99,143
1970,5.12,143
1970,26.63,143
1970,9.06,143
1970,23.42,143
1970,24.07,143
1970,4.22,143
1970,4.34,143
1970,37.19,143
1970,36.66,143
1972,49.38,0
1970,73.69,143
1975,42.63,0
1975,8.01,0
1963,15.03,0
1963,16.95,0
1970,1951.98,572
1960,15.75,0
1970,34.45,143
1970,30.86,143
1970,14.95,143
1970,11.32,143
1970,11.69,143
1970,12.38,143
1970,12.38,143
1970,25.08,572
1970,37.27,572
1970,32.5,572
1970,7.62,143
1927,37.9,450
1927,4.92,450
1977,62.67,0
1968,22.31,0
1968,7.33,0
1968,7.33,0
1968,7.33,0
1968,7.44,0
1948,107.44,0
1970,43.27,572
1927,10.78,450
1995,154.88,0
1960,5.91,0
1970,12.4,572
1970,128.52,143
1970,31.88,572
1970,27.0,572
1970,27.93,572
1977,53.16,0
1982,0.93,287
1983,841.5,0
1970,6.13,572
1988,24.06,0
1970,10.77,572
1927,4.88,450
1927,2.63,450
1994,68.0,0
1970,91.41,572
1970,35.88,572
1983,31.22,0
1927,8.13,450
1927,5.63,450
1970,169.54,572
1970,150.16,572
1996,8.22,0
1927,1.31,450
1970,20.92,0
1927,4.57,450
1927,3.8,450
1993,66.1,0
1992,15.75,0
1994,55.31,0
1993,42.0,0
1995,11.68,0
1995,11.32,0
1994,32.34,0
1970,14.29,572
1972,1155.0,0
2002,126.56,0
1990,18.38,0
2004,12.35,0
2004,12.35,0
2004,12.35,0
2004,36.78,0
2004,12.1,0
2004,12.35,0
2004,6.45,0
1927,3.92,450
1970,19.26,572
1970,18.13,572
1975,21.66,0
1927,3.81,450
1927,3.01,450
1963,374.5,0
1989,15.45,0
1974,4093.13,0
1972,4070.0,0
1970,75.59,572
1970,74.49,572
1970,11.56,572
1970,31.78,572
1970,39.38,572
1970,30.9,572
1970,29.97,572
1970,46.75,143
1970,14.0,143
1970,13.83,143
1970,14.0,143
1992,65.51,0
1971,17.27,0
1971,8.53,0
1971,8.69,0
1927,32.06,450
1927,6.24,450
1927,3.26,450
1927,14.35,450
1927,12.11,450
1969,26.27,0
1927,18.47,450
1927,1.22,450
1927,6.56,450
1927,2.41,450
1927,5.69,450
1927,7.17,450
1927,7.0,450
1927,3.39,450
1927,3.94,450
1927,3.61,450
1927,3.76,450
1970,14.55,572
1970,25.69,572
1927,6.7,450
1975,58.75,0
1975,61.28,0
1934,26.91,0
1969,13.99,0
1927,1.88,450
1927,8.02,450
1927,3.58,450
1927,3.65,450
1927,2.9,450
1927,3.31,450
1927,3.8,450
1927,2.72,450
1927,2.32,450
1927,1.83,450
1999,7.95,0
1983,805.88,0
1970,20.31,572
1927,11.0,450
1970,25.66,572
1970,14.7,572
1970,10.96,572
1970,10.53,572
1970,11.17,572
1970,10.53,572
1970,10.74,572
1970,11.17,572
1948,81.88,0
1960,47.03,0
1970,43.59,572
1970,51.56,143
1971,76.96,0
1969,114.56,0
1969,17.14,0
1970,12.55,572
1970,23.97,572
1970,12.38,572
1970,80.78,572
1970,44.51,572
1970,75.25,572
1970,25.5,572
1970,63.17,572
1970,31.01,0
1970,69.5,143
1970,70.88,143
1963,335.85,0
1970,88.41,143
1970,153.19,143
1957,2459.06,0
1970,129.76,143
1970,30.94,572
1970,37.11,572
1970,40.56,572
1971,85.52,0
1970,66.56,143
1971,41.25,0
1970,20.24,143
1985,221.88,0
1987,2583.75,0
1988,25.31,0
1970,39.35,572
1969,69.36,0
1978,131.06,0
1978,158.53,0
1970,85.27,572
1977,48.29,0
1970,29.53,572
1970,26.81,572
1970,34.02,572
1970,33.26,572
1970,33.8,572
1970,30.16,572
1970,27.0,572
1970,29.25,572
1970,32.25,572
1970,31.0,572
1970,19.0,572
1970,15.5,572
1970,67.5,572
1970,6.56,572
1970,4.05,572
1970,4.22,572
1957,4.03,0
1958,66.51,0
1971,84.38,0
1971,95.6,0
1971,32.09,0
1971,26.25,0
1970,43.83,572
1988,38.81,0
1988,34.67,0
1989,21.06,0
1959,24.06,0
1993,1699.5,0
1970,21.0,572
1978,5.05,0
1991,16.96,0
1991,5.64,0
1991,5.98,0
1991,9.35,0
1991,17.38,0
1991,10.14,0
1991,17.25,0
1991,16.84,0
1927,108.69,450
1991,16.72,0
1991,17.25,0
1991,17.5,0
1991,17.5,0
1991,17.25,0
1991,9.88,0
1991,9.97,0
1991,1.63,0
1991,9.97,0
1991,5.71,0
1927,16.76,450
1970,32.38,572
1970,0.75,572
1970,7.36,572
1970,24.47,572
1970,23.63,572
1970,4.31,572
1970,17.81,572
1959,2315.16,0
1927,16.76,450
1942,47.31,0
1969,13.41,0
1969,33.34,0
1969,25.27,0
1969,21.1,0
1969,51.89,0
1969,49.57,0
1927,7.51,450
1970,25.0,572
1970,88.41,572
1920,82.69,0
1906,228.0,0
1959,217.93,0
1978,97.5,0
1956,112.5,336
1956,102.0,336
1956,122.5,336
1956,123.75,336
1980,44.53,0
1980,27.34,0
1981,31.0,0
1999,99.94,0
1986,8.75,0
2004,73.57,0
2004,49.5,0
1999,37.27,0
2001,55.69,0
1970,37.28,572
1970,37.28,572
1971,13.88,0
1971,13.88,0
1994,33.0,0
1904,108.98,0
1969,60.75,0
1969,19.69,0
1969,10.25,0
1969,19.13,0
1969,62.19,0
1970,8.5,572
1970,9.19,572
1970,9.38,572
1970,9.38,572
1970,9.0,572
1970,9.38,572
1970,9.19,572
1970,17.24,572
1970,7.49,572
1970,7.49,572
1970,21.52,572
1970,22.86,572
1970,19.25,572
1970,39.72,572
1970,12.36,572
1970,27.74,572
1970,27.62,572
1970,30.0,572
1970,134.81,572
1977,38.39,0
1982,104.81,0
1927,98.11,450
2000,69.15,0
1927,7.31,450
1981,1409.05,0
2000,214.5,0
1992,793.88,0
1994,950.0,0
1985,13939.63,0
1969,19.33,0
1985,247.81,0
1969,20.11,0
1998,3.13,0
1999,745.56,0
2002,6281.56,0
2006,29.01,0
1972,49.88,0
1927,3.38,450
1979,9.94,0
1979,10.94,0
1979,14.06,0
1976,19.4,0
1976,44.56,0
1954,40.39,0
2003,48.39,0
1981,14.18,0
1927,3.98,450
1969,29.66,0
1927,3.34,450
1969,70.24,0
1969,58.5,0
1969,13.78,0
1978,2.81,0
1927,3.17,450
1969,19.75,0
1957,45.53,0
1982,100.63,0
1956,124.25,336
1927,2.52,450
1927,5.0,450
1980,26.47,0
1924,94.88,0
1970,39.37,572
1969,15.98,0
1980,20.11,0
1969,20.24,0
1969,56.38,0
1969,56.38,0
1969,29.39,0
1969,32.95,0
1993,1557.5,0
1969,22.34,0
1969,15.58,0
1969,9.19,0
1969,30.94,0
1969,19.5,0
1969,19.77,0
2002,79.0,0
2002,67.69,0
2002,15.75,0
1969,23.63,0
1969,21.44,0
1969,69.38,0
1969,55.13,0
1969,105.0,0
1969,18.0,0
1969,111.89,0
1978,129.94,0
1927,1.83,450
1927,1.93,450
1927,2.08,450
1927,1.83,450
1969,191.25,0
1969,6.3,0
1927,1.41,450
1927,1.72,450
1927,7.5,450
1976,22.64,0
1927,3.34,450
1927,4.38,450
1927,2.58,450
1927,2.28,450
1969,5.47,0
1978,67.54,0
1967,66.8,0
1967,59.92,0
1967,119.53,0
1967,61.53,0
1967,62.56,0
1967,11.32,0
1970,93.62,0
1970,15.14,0
1970,12.69,0
1969,46.25,0
1970,58.5,143
1969,16.56,0
1956,0.78,336
1969,46.75,0
1969,111.89,0
1977,22.58,0
1977,110.47,0
1977,57.58,0
1977,19.15,0
1977,62.76,0
1994,44.53,0
1976,62.5,0
1948,0.86,0
1948,3.09,0
1948,2.12,0
1948,1.27,0
1994,66.84,0
1977,17.27,0
1974,118.87,0
1974,11.0,0
1984,710.17,0
1998,1.59,0
1985,29.05,0
2001,91.0,0
1978,9.35,0
1978,6.75,0
1978,6.75,0
1978,9.35,0
1978,7.57,0
1979,62.15,0
1980,10.63,0
1973,5.25,0
1974,73.86,0
1974,172.72,0
1974,10.65,0
1974,11.51,0
1974,104.4,0
1974,59.04,0
1974,40.97,0
1974,61.25,0
1974,139.7,0
1997,2.44,0
1974,108.0,0
1996,15.41,0
1973,338.8,0
1996,5.03,0
1986,90.03,0
1983,748.0,0
1971,17.25,0
1970,24.28,0
1984,1091.66,0
1984,846.0,0
1994,58.95,0
1974,91.13,0
1977,35.27,0
1984,1017.0,0
1982,1072.27,0
1974,102.81,338
1947,587.5,0
1947,377.0,0
1996,680.14,0
1982,1643.5,0
1927,4.64,450
1927,10.26,450
1960,7.13,0
1927,4.5,450
1984,234.0,0
1927,4.86,450
1995,27.0,0
1995,23.01,0
1961,171.34,0
1927,5.25,450
1927,9.68,450
1969,57.06,0
1974,30.75,338
1974,50.66,338
1974,52.59,338
1984,179.19,0
1971,81.57,0
1972,7.22,0
1976,2001.52,0
1970,67.09,572
1970,63.98,572
1923,80.16,0
1963,45.53,0
1977,116.38,0
1969,100.63,0
1973,188.91,0
1988,5453.88,0
1927,34.44,450
1973,135.34,0
1973,62.95,0
1927,31.87,450
1972,22.82,0
1970,9.49,572
1973,5.16,0
1980,52.83,0
1970,139.85,572
1970,93.72,572
1972,587.81,0
1956,1.5,336
2001,18975.06,0
1998,76.5,0
1978,2721.76,0
1979,1947.43,0
1985,93.52,104
1963,1601.02,0
1948,485.0,0
2007,215.31,0
2004,20.06,0
2004,47.53,0
2004,24.81,0
2003,15.0,0
2004,1.5,0
2004,1.5,0
2002,156.72,0
1982,6.38,287
1982,6.19,287
1982,22.91,287
1982,92.72,287
1982,86.63,287
1982,18.87,287
1982,18.41,287
1982,29.2,287
1982,33.07,287
1982,34.54,287
1982,68.25,287
1982,89.13,287
1982,55.94,287
1982,56.25,287
1982,91.25,287
1982,34.5,287
1982,21.38,287
1982,30.94,287
1982,35.34,287
1982,55.34,287
1982,44.86,287
1982,49.22,287
1997,117.82,0
1956,2.44,336
1956,97.5,336
1978,250.25,0
1981,16.24,0
1976,113.75,0
1976,109.97,0
1998,320.0,0
1998,320.0,0
1998,320.0,0
1986,316.77,0
1984,66.72,0
1984,39.72,0
1984,70.89,116
1949,85.19,0
1969,60.16,297
1969,77.14,297
1969,88.79,297
1981,12.89,0
1921,102.81,0
1921,120.94,0
1997,20.83,0
1997,42.19,0
1997,38.97,0
1997,66.38,0
1949,82.69,0
1969,74.31,297
1969,29.26,0
1969,43.16,0
1969,37.03,0
1954,249.75,0
1985,3248.0,0
1927,0.84,450
1927,3.61,450
1992,49.5,0
2002,121.88,0
1992,49.5,0
1992,49.5,0
1992,49.5,0
1992,49.5,0
1992,49.5,0
1992,49.5,0
1992,49.5,0
1974,148.45,0
1994,200.0,0
1916,125.8,0
1969,77.14,297
1969,49.13,297
1969,75.31,297
1969,111.89,297
1949,192.0,0
1948,182.56,0
1923,145.13,0
1937,10.47,0
1937,7.19,0
1937,6.73,0
1937,26.15,0
1937,38.13,0
1937,6.43,0
1937,6.91,0
1937,6.91,0
1937,6.91,0
1937,9.38,0
1937,6.75,0
1937,4.5,0
1937,7.66,0
1937,4.87,0
1937,8.75,0
1941,43.17,0
1996,188.52,0
1941,203.58,0
1941,26.95,0
1941,46.15,0
1941,371.08,0
1941,352.0,0
1942,110.75,0
1942,110.5,0
1942,199.81,0
1942,147.81,0
1942,88.64,0
1942,46.76,0
1942,24.0,0
1942,237.38,0
1942,159.38,0
1942,154.36,0
1942,84.61,0
1943,76.13,0
1943,38.67,0
1943,226.31,0
1943,10.94,0
1943,11.25,0
1943,13.75,0
1943,11.33,0
1943,10.5,0
1943,38.56,0
1943,52.59,0
1943,34.27,0
1944,41.72,0
1944,150.0,0
1944,49.0,0
1944,48.0,0
1943,243.75,0
1944,89.25,0
1944,124.85,0
1944,180.58,0
1944,168.0,0
1944,192.94,0
1994,39.2,0
1944,22.35,0
1944,19.42,0
1927,2.34,450
1927,6.51,450
1927,5.25,450
1927,13.41,450
1927,8.53,450
1927,9.53,450
1946,216.52,0
1946,152.25,0
1946,248.5,0
1946,191.19,0
1946,103.36,0
1946,184.37,0
1946,330.0,0
1946,117.89,0
1946,68.32,0
1946,92.77,0
1946,69.89,0
1946,65.95,0
1946,77.77,0
1946,128.69,0
1946,3.51,0
1946,5.58,0
1947,169.59,0
1947,88.36,0
1947,148.63,0
1947,137.81,0
1947,126.47,0
1947,28.0,0
1948,115.32,0
1948,92.03,0
1948,99.69,0
1948,130.0,0
1948,125.91,0
1948,133.0,0
1948,120.25,0
1948,345.28,0
1949,104.84,0
1949,20.12,0
1949,32.27,0
1949,73.45,0
1949,125.47,0
1949,184.84,0
1949,98.81,0
1949,96.0,0
1949,316.0,0
1949,249.47,0
